sampno,locno,perno,loctype,city
70032127,10000,-1,1,EVANSTON
70032127,10002,1,2,ARLINGTON HEI
70032127,20002,2,2,NORTHFIELD
70032127,2000008,-1,100,ARLINGTON HEI
70032127,2000014,-1,100,SKOKIE
70032127,2000050,-1,100,CHICAGO
70032127,2000052,-1,100,CHICAGO
70032127,2000058,-1,100,EVANSTON
70032127,2000066,-1,100,SKOKIE
70032127,2000071,-1,100,SKOKIE
70032127,2000084,-1,100,GLENVIEW
70032127,2000085,-1,100,GLENVIEW
70032127,2000087,-1,100,EVANSTON
70032127,2000088,-1,100,ROLLING MEADO
70032127,3000001,-1,100,EVANSTON
70032127,3000002,-1,100,EVANSTON
70032127,3000009,-1,100,EVANSTON
70032127,3000010,-1,100,EVANSTON
70032127,3000011,-1,100,NILES
70032127,3000013,-1,100,CHICAGO
70032127,3000014,-1,100,WILMETTE
70032127,3000016,-1,100,EVANSTON
70032127,3000017,-1,100,EVANSTON
70032127,3000018,-1,100,EVANSTON
70032127,3000019,-1,100,SKOKIE
70032127,3000020,-1,100,DES PLAINES
70032127,3000022,-1,100,SKOKIE
70032127,3000023,-1,100,EVANSTON
70032127,3000025,-1,100,EVANSTON
70032127,3000029,-1,100,EVANSTON
70032127,3000031,-1,100,EVANSTON
70032127,3000035,-1,100,CHICAGO
70032127,3000036,-1,100,CHICAGO
70032127,3000037,-1,100,SKOKIE
70032127,3000038,-1,100,EVANSTON
70032127,3000043,-1,100,SKOKIE
70032127,3000044,-1,100,ARLINGTON HEI
70032132,10000,-1,1,CHICAGO
70032132,10002,1,2,CHICAGO
70032132,2000001,-1,100,CHICAGO
70032132,2000002,-1,100,CHICAGO
70032139,10000,-1,1,GILBERTS
70032139,10002,1,2,HANOVER PARK
70032139,20002,2,2,SCHAUMBURG
70032139,30003,3,3,GILBERTS
70032139,40003,4,3,GILBERTS
70032139,2000001,-1,100,STREAMWOOD
70032139,2000003,-1,100,ELGIN
70032139,2000005,-1,100,ELGIN
70032139,3000001,-1,100,BLOOMINGTON
70032139,3000002,-1,100,DOWNERS GROVE
70032139,3000003,-1,100,NORMAL
70032139,3000005,-1,100,MORRIS
70032139,3000006,-1,100,SCHAUMBURG
70032139,3000007,-1,100,CARPENTERSVIL
70032139,3000008,-1,100,SCHAUMBURG
70032139,3000009,-1,100,NORMAL
70032139,3000011,-1,100,HANOVER PARK
70032139,3000012,-1,100,DUNDEE TOWNSH
70032139,3000013,-1,100,BLOOMINGTON
70032139,3000018,-1,100,STREAMWOOD
70032139,3000021,-1,100,STREAMWOOD
70032139,3000022,-1,100,STREAMWOOD
70032139,3000023,-1,100,ALGONQUIN
70032139,3000025,-1,100,HANOVER PARK
70032139,3000026,-1,100,GILBERTS
70032139,3000027,-1,100,NORMAL
70032139,3000028,-1,100,MORRIS
70032139,3000029,-1,100,ODELL
70032139,3000030,-1,100,GILBERTS
70032139,3000031,-1,100,ELGIN
70032139,3000032,-1,100,BLOOMINGTON
70032139,3000033,-1,100,CARPENTERSVIL
70032139,3000034,-1,100,DOWNERS GROVE
70032139,3000036,-1,100,SCHAUMBURG
70032144,10000,-1,1,SKOKIE
70032144,20002,2,2,CHICAGO
70032144,30003,3,3,SKOKIE
70032144,1000000,-1,97,CHICAGO
70032144,1000001,-1,97,CHICAGO
70032144,1000002,-1,97,EVANSTON
70032144,1000003,-1,97,EVANSTON
70032144,1000004,-1,97,SKOKIE
70032149,10000,-1,1,CHICAGO
70032149,10002,1,2,CHICAGO
70032150,10000,-1,1,CHICAGO
70032150,10002,1,2,CHICAGO
70032150,20002,2,2,CHICAGO
70032150,30003,3,3,CHICAGO
70032150,1000000,-1,97,CHICAGO
70032150,1000001,-1,97,CHICAGO
70032153,10000,-1,1,CHICAGO
70032153,20003,2,3,CHICAGO
70032153,1000000,-1,97,CHICAGO
70032153,1000001,-1,97,CHICAGO
70032153,1000002,-1,97,CHICAGO
70032153,3000001,-1,100,CHICAGO
70032159,10000,-1,1,CHICAGO
70032159,10002,1,2,CHICAGO
70032159,1000000,-1,97,CHICAGO
70032164,10000,-1,1,HOFFMAN ESTAT
70032164,10002,1,2,CRYSTAL LAKE
70032164,20002,2,2,LOMBARD
70032164,30003,3,3,CARY
70032164,2000003,-1,100,ALGONQUIN
70032164,3000001,-1,100,CRYSTAL LAKE
70032164,3000003,-1,100,CRYSTAL LAKE
70032164,3000004,-1,100,CRYSTAL LAKE
70032164,3000005,-1,100,FOX RIVER GRO
70032164,3000007,-1,100,CRYSTAL LAKE
70032164,3000009,-1,100,CRYSTAL LAKE
70032164,3000010,-1,100,BARRINGTON
70032171,10000,-1,1,PARK FOREST
70032171,2000002,-1,100,COUNTRY CLUB
70032171,2000003,-1,100,OLYMPIA FIELD
70032171,2000004,-1,100,MOKENA
70032171,2000005,-1,100,OLYMPIA FIELD
70032171,3000001,-1,100,CHICAGO
70032171,3000002,-1,100,MATTESON
70032171,3000003,-1,100,HIGHLAND
70032171,3000004,-1,100,STEGER
70032171,3000005,-1,100,CHICAGO
70032171,3000006,-1,100,HAMMOND
70032175,10000,-1,1,EVANSTON
70032175,30003,3,3,EVANSTON
70032175,40003,4,3,EVANSTON
70032175,1000000,-1,97,EVANSTON
70032176,10000,-1,1,CHICAGO
70032176,10002,1,2,SPRINGFIELD
70032176,10003,1,3,DEKALB
70032181,10000,-1,1,CHICAGO
70032181,10002,1,2,EVANSTON
70032181,20002,2,2,CHICAGO
70032181,2000029,-1,100,CHICAGO
70032181,2000032,-1,100,CHICAGO
70032181,3000001,-1,100,CHICAGO
70032185,10000,-1,1,OSWEGO
70032185,10002,1,2,YORKVILLE
70032185,20002,2,2,PLAINFIELD
70032185,1000000,-1,97,YORKVILLE
70032185,1000001,-1,97,PLAINFIELD
70032185,1000002,-1,97,PLAINFIELD
70032185,1000003,-1,97,BEDFORD PARK
70032185,1000004,-1,97,YORKVILLE
70032191,10000,-1,1,CHICAGO
70032191,10002,1,2,CHICAGO
70032191,10003,1,3,CHICAGO
70032191,2000002,-1,100,CHICAGO
70032191,2000005,-1,100,CHICAGO
70032191,2000006,-1,100,CHICAGO
70032191,2000008,-1,100,CHICAGO
70032191,2000012,-1,100,CHICAGO
70032191,2000013,-1,100,CHICAGO
70032191,3000002,-1,100,CHICAGO
70032191,3000009,-1,100,CHICAGO
70032191,3000010,-1,100,CHICAGO
70032191,3000012,-1,100,CHICAGO
70032191,3000013,-1,100,CHICAGO
70032191,3000014,-1,100,CHICAGO
70032191,3000015,-1,100,CHICAGO
70032191,3000021,-1,100,CHICAGO
70032191,3000023,-1,100,CHICAGO
70032191,3000024,-1,100,CHICAGO
70032191,3000035,-1,100,CHICAGO
70032191,3000039,-1,100,CHICAGO
70032191,3000040,-1,100,CHICAGO
70032191,3000042,-1,100,CHICAGO
70032191,3000047,-1,100,CHICAGO
70032191,3000050,-1,100,CHICAGO
70032191,3000051,-1,100,CHICAGO
70032191,3000054,-1,100,CHICAGO
70032191,3000055,-1,100,CHICAGO
70032191,3000057,-1,100,CHICAGO
70032217,10000,-1,1,LANSING
70032217,10002,1,2,LANSING
70032217,10003,1,3,CHICAGO
70032217,30003,3,3,LANSING
70032217,40003,4,3,LANSING
70032217,2000017,-1,100,LANSING
70032217,2000020,-1,100,LANSING
70032217,2000024,-1,100,LAKE FOREST
70032217,2000027,-1,100,LANSING
70032217,2000028,-1,100,LANSING
70032217,2000029,-1,100,LANSING
70032217,2000031,-1,100,LANSING
70032217,2000034,-1,100,CHICAGO
70032217,2000035,-1,100,CHICAGO
70032217,2000037,-1,100,CHICAGO
70032217,2000038,-1,100,CHICAGO
70032217,2000039,-1,100,CHICAGO
70032217,3000002,-1,100,BURNHAM
70032217,3000003,-1,100,MT PROSPECT
70032217,3000005,-1,100,MUNSTER
70032217,3000007,-1,100,HIGHLAND
70032217,3000008,-1,100,CHICAGO
70032217,3000012,-1,100,LANSING
70032217,3000014,-1,100,CHICAGO
70032217,3000016,-1,100,CHICAGO
70032217,3000023,-1,100,ARLINGTON HEI
70032217,3000025,-1,100,ARLINGTON HEI
70032217,3000027,-1,100,CHICAGO
70032217,3000028,-1,100,CHICAGO
70032217,3000030,-1,100,MUNSTER
70032217,3000033,-1,100,LANSING
70032226,10000,-1,1,SKOKIE
70032226,10002,1,2,SKOKIE
70032226,10450,2,4,SKOKIE
70032226,10451,2,4,CHICAGO
70032226,20002,2,2,CHICAGO
70032226,30003,3,3,SKOKIE
70032226,40003,4,3,SKOKIE
70032226,2000012,-1,100,SKOKIE
70032226,2000015,-1,100,CHICAGO
70032226,2000016,-1,100,HOWARD
70032226,2000017,-1,100,SKOKIE
70032226,2000018,-1,100,SKOKIE
70032226,2000019,-1,100,SKOKIE
70032226,2000020,-1,100,SKOKIE
70032226,2000021,-1,100,SKOKIE
70032239,10000,-1,1,SKOKIE
70032239,10002,1,2,EVANSTON
70032239,20002,2,2,CHICAGO
70032239,30003,3,3,SKOKIE
70032239,40003,4,3,SKOKIE
70032239,1000000,-1,97,EVANSTON
70032239,1000001,-1,97,EVANSTON
70032239,1000002,-1,97,EVANSTON
70032239,1000003,-1,97,NILES
70032239,1000004,-1,97,SKOKIE
70032239,1000006,-1,97,CHICAGO
70032240,10000,-1,1,SKOKIE
70032240,10002,1,2,SKOKIE
70032240,2000003,-1,100,SKOKIE
70032242,10000,-1,1,CHICAGO
70032242,2000008,-1,100,CHICAGO
70032242,2000009,-1,100,CHICAGO
70032242,2000010,-1,100,CHICAGO
70032242,2000014,-1,100,CHICAGO
70032242,2000023,-1,100,MORTON GROVE
70032242,2000024,-1,100,DES PLAINES
70032242,2000025,-1,100,DES PLAINES
70032242,2000027,-1,100,DES PLAINES
70032242,3000001,-1,100,CHICAGO
70032242,3000002,-1,100,CHICAGO
70032242,3000003,-1,100,CHICAGO
70032242,3000004,-1,100,CHICAGO
70032242,3000005,-1,100,CHICAGO
70032242,3000006,-1,100,CHICAGO
70032242,3000008,-1,100,CHICAGO
70032242,3000009,-1,100,CHICAGO
70032242,3000011,-1,100,CHICAGO
70032242,3000012,-1,100,CHICAGO
70032242,3000013,-1,100,CHICAGO
70032242,3000015,-1,100,CHICAGO
70032245,10000,-1,1,SKOKIE
70032245,10002,1,2,WHEELING
70032245,20003,2,3,SKOKIE
70032245,30003,3,3,SKOKIE
70032245,40003,4,3,SKOKIE
70032245,2000029,-1,100,PROSPECT HEIG
70032245,2000030,-1,100,EVANSTON
70032245,2000031,-1,100,EVANSTON
70032245,2000032,-1,100,WILMETTE
70032245,3000001,-1,100,GLENVIEW
70032245,3000002,-1,100,SKOKIE
70032247,10000,-1,1,CHICAGO
70032247,10002,1,2,CHICAGO
70032247,20002,2,2,CHICAGO
70032247,2000029,-1,100,CHICAGO
70032247,2000030,-1,100,MOAB
70032247,2000039,-1,100,MOAB
70032247,2000041,-1,100,MOAB
70032247,2000042,-1,100,MOAB
70032247,2000044,-1,100,MOAB
70032247,2000045,-1,100,MOAB
70032247,2000046,-1,100,MOAB
70032247,2000047,-1,100,MOAB
70032247,2000049,-1,100,MOAB
70032247,2000050,-1,100,MOAB
70032248,10000,-1,1,SKOKIE
70032248,10002,1,2,CHICAGO
70032248,10003,1,3,CHICAGO
70032248,30003,3,3,MORTON GROVE
70032248,40003,4,3,SKOKIE
70032248,50003,5,3,WILMETTE
70032248,1000000,-1,97,WILMETTE
70032250,10000,-1,1,SKOKIE
70032250,10002,1,2,SKOKIE
70032250,10450,2,4,MORTON GROVE
70032250,10451,2,4,CHICAGO
70032250,20002,2,2,CHICAGO
70032250,30003,3,3,SKOKIE
70032250,40003,4,3,SKOKIE
70032250,50003,5,3,MORTON GROVE
70032250,1000003,-1,97,SKOKIE
70032255,10000,-1,1,CHICAGO
70032255,10002,1,2,CHICAGO
70032255,20003,2,3,CHICAGO
70032255,1000000,-1,97,CHICAGO
70032255,1000001,-1,97,CHICAGO
70032256,10000,-1,1,CHICAGO
70032256,10002,1,2,CHICAGO
70032256,20003,2,3,DEKALB
70032256,30003,3,3,CHICAGO
70032256,40003,4,3,WORTH
70032256,50002,5,2,CHICAGO
70032256,1000000,-1,97,CHICAGO
70032256,1000001,-1,97,WORTH
70032256,1000002,-1,97,CHICAGO
70032257,10000,-1,1,CHICAGO
70032257,10002,1,2,CHICAGO
70032257,20002,2,2,EVANSTON
70032257,2000005,-1,100,CHICAGO
70032257,2000006,-1,97,EVANSTON
70032257,2000007,-1,97,EVANSTON
70032259,10000,-1,1,CHICAGO
70032259,10002,1,2,CHICAGO
70032259,20003,2,3,CHICAGO
70032259,30003,3,3,CHICAGO
70032259,1000000,-1,97,CHICAGO
70032259,1000001,-1,97,CHICAGO
70032259,1000003,-1,97,CHICAGO
70032260,10000,-1,1,CHICAGO
70032260,10002,1,2,LANSING
70032260,20002,2,2,CHICAGO
70032260,30003,3,3,BOSTON
70032260,40003,4,3,WOOSTER
70032260,50003,5,3,WOOSTER
70032260,60003,6,3,PHOENIX
70032260,70003,7,3,CHICAGO
70032260,2000008,-1,100,Chicago
70032260,2000016,-1,100,OAK LAWN
70032260,2000017,-1,100,CHICAGO
70032260,2000027,-1,100,CALUMET CITY
70032260,2000033,-1,97,CHICAGO
70032260,2000034,-1,97,CHICAGO
70032260,2000035,-1,97,CHICAGO
70032260,2000036,-1,97,CHICAGO
70032260,2000037,-1,97,CHICAGO
70032260,3000001,-1,100,CHICAGO
70032260,3000004,-1,100,CHICAGO
70032260,3000005,-1,100,CHICAGO
70032260,3000006,-1,100,CHICAGO
70032260,3000008,-1,100,CHICAGO
70032260,3000009,-1,100,CHICAGO
70032260,3000011,-1,100,CHICAGO
70032260,3000013,-1,100,MERRIONETTE P
70032260,3000014,-1,100,CHICAGO
70032260,3000015,-1,100,CHICAGO
70032260,3000017,-1,100,CHICAGO
70032260,3000019,-1,100,CHICAGO
70032260,3000020,-1,100,CHICAGO
70032260,3000022,-1,100,CHICAGO
70032260,3000023,-1,100,LANSING
70032260,3000024,-1,100,CHICAGO
70032260,3000025,-1,100,CHICAGO
70032260,3000027,-1,100,OAK LAWN
70032260,3000030,-1,100,CHICAGO RIDGE
70032260,3000035,-1,100,CHICAGO RIDGE
70032260,3000036,-1,100,CHICAGO
70032260,3000038,-1,100,CHICAGO
70032260,3000039,-1,100,BLUE ISLAND
70032260,3000040,-1,100,CHICAGO
70032260,3000041,-1,100,MERRIONETTE P
70032260,3000042,-1,100,CHICAGO
70032260,3000043,-1,100,OAK LAWN
70032260,3000044,-1,100,ALSIP
70032260,3000045,-1,100,CHICAGO
70032260,3000048,-1,100,CHICAGO
70032260,3000049,-1,100,CHICAGO
70032260,3000050,-1,100,MUNSTER
70032260,3000051,-1,100,CHICAGO
70032260,3000052,-1,100,CHICAGO
70032260,3000053,-1,100,CHICAGO
70032260,3000056,-1,100,CHICAGO
70032260,3000058,-1,100,CHICAGO
70032260,3000059,-1,100,OAK LAWN
70032260,3000060,-1,100,CHICAGO
70032260,3000061,-1,100,CHICAGO
70032260,3000062,-1,100,CHICAGO
70032260,3000064,-1,100,CHICAGO
70032260,3000066,-1,100,EVERGREEN PAR
70032260,3000067,-1,100,BLUE ISLAND
70032260,3000068,-1,100,CHICAGO
70032260,3000069,-1,100,CHICAGO
70032260,3000070,-1,100,CHICAGO
70032261,10000,-1,1,LANSING
70032261,10002,1,2,MARKHAM
70032261,20002,2,2,VALPARAISO
70032261,3000001,-1,100,SOUTH HOLLAND
70032261,3000002,-1,100,EVERGREEN PAR
70032261,3000004,-1,100,CHICAGO
70032261,3000007,-1,100,CHICAGO
70032262,10000,-1,1,LANSING
70032262,20002,2,2,LANSING
70032262,30003,3,3,LANSING
70032262,40003,4,3,LANSING
70032262,50003,5,3,LANSING
70032262,2000006,-1,100,LANSING
70032262,2000010,-1,100,HAMMOND
70032262,2000011,-1,100,MUNSTER
70032262,2000012,-1,100,ST JOHN
70032262,2000013,-1,100,LANSING
70032262,2000016,-1,100,HIGHLAND
70032262,2000018,-1,100,LANSING
70032262,2000019,-1,100,LANSING
70032262,2000020,-1,100,HAMMOND
70032262,3000001,-1,100,CHICAGO
70032262,3000004,-1,100,DYER
70032262,3000007,-1,100,CHICAGO
70032262,3000008,-1,100,SOUTH HOLLAND
70032262,3000010,-1,100,CHICAGO
70032262,3000011,-1,100,ORLAND PARK
70032262,3000013,-1,100,VALPARAISO
70032262,3000014,-1,100,TINLEY PARK
70032262,3000016,-1,100,VALPARAISO
70032262,3000017,-1,100,CHICAGO
70032262,3000024,-1,100,VALPARAISO
70032262,3000025,-1,100,CHICAGO
70032262,3000026,-1,100,CALUMET CITY
70032262,3000027,-1,100,ORLAND PARK
70032262,3000028,-1,100,CHICAGO
70032262,3000029,-1,100,VALPARAISO
70032262,3000033,-1,100,PALOS HEIGHTS
70032262,3000034,-1,100,LANSING
70032262,3000035,-1,100,PORTAGE
70032262,3000037,-1,100,MUNSTER
70032262,3000038,-1,100,LANSING
70032262,3000039,-1,100,VALPARAISO
70032262,3000040,-1,100,CRESTWOOD
70032262,3000041,-1,100,LANSING
70032262,3000043,-1,100,MUNSTER
70032262,3000044,-1,100,HOMEWOOD
70032262,3000046,-1,100,VALPARAISO
70032262,3000048,-1,100,CHICAGO
70032262,3000051,-1,100,MUNSTER
70032262,3000058,-1,100,CHICAGO
70032262,3000060,-1,100,HAMMOND
70032262,3000061,-1,100,SOUTH HOLLAND
70032262,3000063,-1,100,CHICAGO
70032264,10000,-1,1,CHICAGO
70032264,20002,2,2,CHICAGO
70032264,1000000,-1,97,CHICAGO
70032264,1000001,-1,97,LAKE VILLA
70032264,1000002,-1,97,ANTIOCH
70032264,1000003,-1,97,TREVOR
70032264,1000004,-1,97,CHICAGO
70032266,10000,-1,1,LANSING
70032266,10002,1,2,CHICAGO
70032266,30003,3,3,CHICAGO
70032266,2000003,-1,100,CHICAGO
70032266,2000008,-1,97,CHICAGO
70032266,2000009,-1,97,MUNSTER
70032266,2000010,-1,97,MUNSTER
70032266,3000001,-1,100,BLOOMINGTON
70032266,3000002,-1,100,CHICAGO
70032266,3000004,-1,100,MINNEAPOLIS
70032266,3000007,-1,100,MINNEAPOLIS
70032277,10000,-1,1,SKOKIE
70032277,10002,1,2,CHICAGO
70032279,10000,-1,1,EVANSTON
70032279,10002,1,2,SKOKIE
70032279,1000000,-1,97,SKOKIE
70032279,1000001,-1,97,SKOKIE
70032279,1000002,-1,97,EVANSTON
70032279,1000003,-1,97,SKOKIE
70032282,10000,-1,1,CHICAGO
70032282,2000007,-1,100,CHICAGO
70032282,2000019,-1,100,CHICAGO
70032282,2000021,-1,100,CHICAGO
70032282,2000023,-1,100,CHICAGO
70032282,3000001,-1,100,CHICAGO
70032282,3000007,-1,100,CHICAGO
70032283,10000,-1,1,WEST CHICAGO
70032283,10002,1,2,WEST CHICAGO
70032283,20002,2,2,WEST CHICAGO
70032283,30002,3,2,WINFIELD
70032283,2000005,-1,100,ST. CHARLES
70032283,2000007,-1,100,WINFIELD
70032283,2000009,-1,97,HANOVER PARK
70032283,3000001,-1,100,LAKE IN THE H
70032283,3000003,-1,100,WHEATON
70032283,3000006,-1,100,GLENDALE HEIG
70032283,3000008,-1,100,GENEVA
70032283,3000012,-1,100,BLOOMINGDALE
70032283,3000025,-1,100,WHEATON
70032283,3000036,-1,100,WHEATON
70032283,3000046,-1,100,OAK BROOK
70032285,10000,-1,1,CHICAGO
70032285,10002,1,2,CHICAGO
70032285,20002,2,2,CHICAGO
70032285,2000017,-1,97,CHICAGO
70032285,2000018,-1,100,CHICAGO
70032285,2000020,-1,97,CHICAGO
70032285,3000004,-1,100,HARVEY
70032285,3000005,-1,100,HARVEY
70032285,3000006,-1,100,MARKHAM
70032285,3000007,-1,100,CHICAGO
70032285,3000008,-1,100,CHICAGO
70032285,3000009,-1,100,DARIEN
70032285,3000010,-1,100,CHICAGO
70032289,10000,-1,1,SKOKIE
70032289,20002,2,2,EVANSTON
70032289,30002,3,2,SKOKIE
70032289,30003,3,3,SKOKIE
70032289,1000000,-1,97,SKOKIE
70032289,1000001,-1,97,SKOKIE
70032289,1000002,-1,97,CHICAGO
70032289,1000003,-1,97,SKOKIE
70032297,10000,-1,1,WILMETTE
70032297,10450,2,4,WILMETTE
70032297,10451,2,4,CHICAGO
70032297,20002,2,2,CHICAGO
70032297,1000000,-1,97,SKOKIE
70032297,1000001,-1,97,WILMETTE
70032297,1000003,-1,97,CHICAGO
70032298,10000,-1,1,CHICAGO
70032298,10002,1,2,DES PLAINES
70032298,20002,2,2,CHICAGO
70032298,2000008,-1,100,CHICAGO
70032298,2000009,-1,100,CHICAGO
70032298,2000016,-1,100,CHICAGO
70032299,10000,-1,1,CHICAGO
70032299,2000008,-1,100,CHICAGO
70032299,2000011,-1,100,CHICAGO
70032299,2000012,-1,100,CHICAGO
70032299,2000014,-1,100,CHICAGO
70032299,3000002,-1,100,CHICAGO
70032299,3000003,-1,100,SKOKIE
70032299,3000004,-1,100,CHICAGO
70032299,3000005,-1,100,CHICAGO
70032299,3000008,-1,100,SKOKIE
70032299,3000009,-1,100,CHICAGO
70032299,3000010,-1,100,CHICAGO
70032299,3000011,-1,100,SKOKIE
70032299,3000012,-1,100,ELMWOOD PARK
70032299,3000013,-1,100,EVANSTON
70032299,3000018,-1,100,CHICAGO
70032299,3000019,-1,100,CHICAGO
70032299,3000020,-1,100,SKOKIE
70032299,3000021,-1,100,PARK RIDGE
70032299,3000022,-1,100,CHICAGO
70032299,3000025,-1,100,CHICAGO
70032299,3000026,-1,100,CHICAGO
70032299,3000027,-1,100,SKOKIE
70032299,3000028,-1,100,SKOKIE
70032299,3000029,-1,100,CHICAGO
70032299,3000030,-1,100,CHICAGO
70032299,3000031,-1,100,SKOKIE
70032299,3000032,-1,100,SKOKIE
70032299,3000033,-1,100,RIVER GROVE
70032300,10000,-1,1,SCHAUMBURG
70032300,10002,1,2,ELK GROVE VIL
70032300,20003,2,3,DEKALB
70032300,2000001,-1,100,SCHAUMBURG
70032300,2000002,-1,100,ELK GROVE VIL
70032300,2000003,-1,100,ELK GROVE VIL
70032304,10000,-1,1,CHICAGO
70032304,10002,1,2,CHICAGO
70032304,30003,3,3,CHICAGO
70032304,2000001,-1,100,CHICAGO
70032304,2000002,-1,100,CHICAGO
70032304,2000004,-1,100,CHICAGO
70032306,10000,-1,1,CHICAGO
70032306,10002,1,2,CHICAGO
70032306,20002,2,2,CHICAGO
70032306,1000000,-1,97,CHICAGO
70032306,1000001,-1,97,CHICAGO
70032310,10000,-1,1,RIVERDALE
70032310,10002,1,2,CHICAGO
70032310,2000002,-1,100,CHICAGO
70032310,2000003,-1,100,EVERGREEN PAR
70032310,2000036,-1,100,CHICAGO
70032310,2000040,-1,100,BLUE ISLAND
70032310,2000055,-1,100,EVERGREEN PAR
70032310,2000061,-1,100,CHICAGO
70032310,2000065,-1,100,CHICAGO
70032310,3000003,-1,100,CALUMET PARK
70032310,3000004,-1,100,CHICAGO
70032310,3000005,-1,100,CHICAGO
70032310,3000008,-1,100,CHICAGO
70032310,3000009,-1,100,CHICAGO
70032310,3000011,-1,100,CHICAGO
70032310,3000015,-1,100,CHICAGO
70032310,3000016,-1,100,CHICAGO
70032310,3000017,-1,100,CHICAGO
70032310,3000018,-1,100,CHICAGO
70032310,3000019,-1,100,CHICAGO
70032310,3000020,-1,100,CHICAGO
70032311,10000,-1,1,CHICAGO
70032311,10450,1,4,CHICAGO
70032311,10451,1,4,CHICAGO
70032329,10000,-1,1,PARK FOREST
70032329,1000000,-1,97,COUNTRY CLUB
70032334,10000,-1,1,CHICAGO
70032334,10002,1,2,CHICAGO
70032334,20002,2,2,CHICAGO
70032334,30003,3,3,CHAMPAIGN
70032334,40003,4,3,CHAMPAIGN
70032334,1000000,-1,97,CHICAGO
70032344,10000,-1,1,WADSWORTH
70032344,10002,1,2,CHICAGO
70032344,10450,1,4,ZION
70032344,10451,1,4,ZION
70032344,2000004,-1,100,BEACH PARK
70032344,2000005,-1,100,WILMETTE
70032344,2000017,-1,100,CHICAGO
70032344,2000019,-1,100,WAUKEGAN
70032344,2000020,-1,100,WAUKEGAN
70032344,3000001,-1,100,GLENCOE
70032344,3000003,-1,100,NORTH CHICAGO
70032344,3000004,-1,100,GURNEE
70032344,3000005,-1,100,EVANSTON
70032344,3000006,-1,100,EVANSTON
70032344,3000008,-1,100,CHICAGO
70032344,3000010,-1,100,CHICAGO
70032344,3000011,-1,100,CHICAGO
70032344,3000014,-1,100,CHICAGO
70032344,3000017,-1,100,GURNEE
70032344,3000018,-1,100,CHICAGO
70032344,3000020,-1,100,EVANSTON
70032344,3000023,-1,100,NORTH CHICAGO
70032351,10000,-1,1,EVANSTON
70032351,10002,1,2,EVANSTON
70032351,10003,1,3,EVANSTON
70032351,2000001,-1,100,CHICAGO
70032354,10000,-1,1,PHOENIX
70032354,2000008,-1,100,HARVEY
70032354,2000011,-1,100,SOUTH HOLLAND
70032354,2000016,-1,100,HARVEY
70032354,2000017,-1,100,RIVERDALE
70032354,2000018,-1,100,HARVEY
70032354,2000019,-1,100,MIDLOTHIAN
70032354,2000020,-1,100,OAK FOREST
70032354,2000021,-1,100,OAK FOREST
70032354,2000024,-1,100,SOUTH HOLLAND
70032354,2000025,-1,100,HARVEY
70032354,2000026,-1,100,HARVEY
70032354,2000027,-1,100,SOUTH HOLLAND
70032354,2000028,-1,100,SOUTH HOLLAND
70032354,2000031,-1,100,PHOENIX
70032354,3000002,-1,100,SOUTH HOLLAND
70032364,10000,-1,1,ELK GROVE VIL
70032364,10002,1,2,ARLINGTON HEI
70032364,20002,2,2,WINTHROP HARB
70032364,2000001,-1,100,Elk Grove Vil
70032364,2000002,-1,100,ELK GROVE VIL
70032364,2000003,-1,100,SCHAUMBURG
70032364,2000004,-1,100,ELK GROVE VIL
70032364,2000005,-1,97,SCHAUMBURG
70032366,10000,-1,1,EVANSTON
70032366,20002,2,2,EVANSTON
70032366,30003,3,3,EVANSTON
70032366,40003,4,3,SKOKIE
70032366,1000000,-1,97,EVANSTON
70032366,1000001,-1,97,EVANSTON
70032371,10000,-1,1,WILMETTE
70032371,10002,1,2,EVANSTON
70032371,30003,3,3,WILMETTE
70032371,2000001,-1,100,EVANSTON
70032371,2000002,-1,100,WILMETTE
70032371,2000003,-1,100,WILMETTE
70032379,10000,-1,1,MIDLOTHIAN
70032379,10002,1,2,MATTESON
70032379,20002,2,2,MATTESON
70032388,10000,-1,1,OAK FOREST
70032388,10002,1,2,PALOS HEIGHTS
70032388,10003,1,3,PALOS HILLS
70032388,30002,3,2,ORLAND PARK
70032388,30003,3,3,OAK FOREST
70032388,40002,4,2,CRESTWOOD
70032388,40003,4,3,OAK FOREST
70032388,50003,5,3,OAK FOREST
70032388,2000001,-1,100,CRESTWOOD
70032388,2000002,-1,100,CRESTWOOD
70032388,2000003,-1,100,MIDLOTHIAN
70032388,2000004,-1,97,ORLAND PARK
70032390,10000,-1,1,SKOKIE
70032390,10002,1,2,EVANSTON
70032390,1000000,-1,97,WILMETTE
70032390,1000001,-1,97,SKOKIE
70032390,1000002,-1,97,EVANSTON
70032391,10000,-1,1,CHICAGO
70032391,10002,1,2,CHICAGO
70032391,2000015,-1,97,CHICAGO
70032399,10000,-1,1,CHICAGO
70032399,10002,1,2,CHICAGO
70032399,20003,2,3,CHICAGO
70032399,30003,3,3,CHICAGO
70032399,1000002,-1,97,CHICAGO
70032399,1000005,-1,97,CHICAGO
70032400,10000,-1,1,CHICAGO
70032400,10003,1,3,CHICAGO
70032400,10450,1,4,CHICAGO
70032400,10451,1,4,CHICAGO
70032400,2000007,-1,100,Chicago
70032400,2000021,-1,100,RIVERDALE
70032400,2000024,-1,100,CHICAGO
70032400,2000026,-1,100,CHICAGO
70032400,2000027,-1,100,CHICAGO
70032400,2000028,-1,100,CHICAGO
